Label,CopyFileA,CopyFileW,CreateDirectoryW,DeleteFileW,DeviceIoControl,FindFirstFileExW,GetFileAttributesExW,GetFileAttributesW,GetFileInformationByHandle,GetFileInformationByHandleEx,GetFileSize,GetFileSizeEx,GetFileType,GetFileVersionInfoExW,GetFileVersionInfoSizeExW,GetFileVersionInfoSizeW,GetFileVersionInfoW,GetShortPathNameW,GetSystemDirectoryA,GetSystemDirectoryW,GetSystemTimeAsFileTime,GetSystemWindowsDirectoryA,GetSystemWindowsDirectoryW,GetTempPathW,GetVolumeNameForVolumeMountPointW,GetVolumePathNamesForVolumeNameW,GetVolumePathNameW,InternetReadFile,MoveFileWithProgressW,NtCreateFile,NtDeviceIoControlFile,NtOpenDirectoryObject,NtOpenFile,NtQueryAttributesFile,NtQueryDirectoryFile,NtQueryInformationFile,NtReadFile,NtSetInformationFile,NtWriteFile,RemoveDirectoryA,RemoveDirectoryW,SearchPathW,SetEndOfFile,SetFileAttributesW,SetFileInformationByHandle,SetFilePointer,SetFilePointerEx,SetFileTime,SUMMARY_DIRECTORY_CREATED,SUMMARY_DIRECTORY_ENUMERATED,SUMMARY_DIRECTORY_REMOVED,SUMMARY_FILE_COPIED,SUMMARY_FILE_CREATED,SUMMARY_FILE_DELETED,SUMMARY_FILE_EXISTS,SUMMARY_FILE_FAILED,SUMMARY_FILE_MOVED,SUMMARY_FILE_OPENED,SUMMARY_FILE_READ,SUMMARY_FILE_RECREATED,SUMMARY_FILE_WRITTEN,URLDownloadToFileW,FindFirstFileExA,NtQueryFullAttributesFile
Goodware,0,0,14,0,5,0,0,73,1,1,2,26,0,0,0,0,0,0,6,10,151,5,17,0,0,0,1,0,0,87,0,1,138,11,400,181,287,0,0,0,0,1,0,5,0,142,43,3,1,30,0,0,11,0,0,0,0,2,16,0,0,0,0,0
Ransomware,0,0,4,1,14,191,1,0,0,0,0,4,57,0,0,0,0,2,0,8,197,0,2,0,0,0,0,0,8,0,293,0,0,0,0,136,57,0,0,0,0,0,135,0,0,0,31,0,1,50,0,0,5,0,2,31,0,17,4,2,0,0,0,0
Goodware,0,0,18,21,0,115,23,22,0,1,7,10,133,0,0,0,1,4,0,6,224,2,14,0,0,0,0,0,5,135,320,0,138,15,69,95,74,0,170,0,0,0,143,0,0,0,17,29,2,0,0,0,0,2,26,49,1,55,31,1,0,0,0,0
Goodware,0,0,19,31,95,126,4,170,0,1,0,7,181,0,0,0,0,0,0,0,509,4,6,0,1,0,0,0,0,236,103,0,0,0,35,9,0,69,195,0,0,0,344,0,0,118,0,75,4,0,0,0,11,4,80,69,7,6,0,2,20,0,0,0
Ransomware,0,0,0,8,95,27,13,90,0,2,0,13,0,0,0,0,0,0,0,1,0,0,2,1,5,0,1,1,0,79,0,0,12,8,16,80,127,114,0,0,0,0,420,3,0,266,0,9,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0
Goodware,0,0,0,25,26,5,29,59,0,1,13,39,78,0,0,0,0,0,0,13,751,1,10,0,8,0,0,0,4,0,0,0,75,18,232,104,574,118,158,0,0,0,189,4,0,0,10,0,0,0,0,0,0,10,40,34,5,9,7,0,34,0,0,0
Goodware,0,0,9,16,1,146,21,56,2,0,0,0,0,0,0,0,0,0,4,5,211,0,6,0,7,0,0,2,10,230,0,0,3,21,0,133,203,145,0,0,0,0,448,3,0,137,27,102,3,4,0,0,31,4,0,3,0,41,0,1,3,0,0,0
Ransomware,0,0,23,37,0,0,0,44,2,0,4,14,0,0,0,0,0,0,0,7,30,0,13,1,4,0,0,3,0,7,96,0,53,10,186,9,0,24,63,0,0,0,64,0,0,244,1,0,4,47,0,0,0,0,61,24,7,71,29,1,1,0,0,0
Ransomware,0,0,11,39,0,65,0,60,1,1,3,22,158,0,0,0,0,2,0,2,0,0,3,1,7,0,1,0,0,159,246,0,31,0,0,60,119,59,97,0,0,0,253,1,0,0,0,0,2,32,0,0,0,0,0,4,2,41,0,0,0,0,0,0
Goodware,0,0,0,0,31,0,4,324,4,2,5,0,0,0,0,0,0,1,0,2,233,0,0,0,4,0,1,0,0,120,0,0,67,26,87,0,0,26,5,0,0,0,0,2,0,61,12,23,4,41,0,0,20,1,22,49,0,88,24,0,18,0,0,0
Ransomware,0,0,6,52,0,214,2,0,0,1,0,0,230,0,0,0,0,2,0,1,0,1,11,1,1,0,2,0,4,85,69,0,0,10,112,21,0,0,95,0,0,1,372,4,0,0,20,15,1,19,0,0,0,1,44,2,1,36,25,0,0,0,0,0
Ransomware,0,0,5,7,15,0,5,0,2,1,3,15,42,0,0,0,0,0,4,7,0,0,17,0,0,0,0,0,0,135,158,0,52,0,0,0,0,0,94,0,0,0,0,0,0,158,23,0,0,51,0,0,0,0,21,12,0,15,0,0,15,0,0,0
Ransomware,0,0,13,29,0,70,23,0,0,1,0,0,0,0,0,0,0,0,1,5,224,0,18,1,4,0,0,0,8,0,298,0,42,1,189,15,22,42,212,0,0,0,0,18,0,109,25,0,0,13,0,0,0,0,11,45,8,42,9,1,7,0,0,0
Ransomware,0,0,0,0,0,23,19,195,0,0,2,0,75,0,0,0,0,4,6,0,0,1,8,0,0,0,0,0,2,81,316,0,75,0,143,0,97,35,77,0,0,0,576,8,0,39,7,0,1,31,0,0,7,3,26,38,9,0,0,1,0,0,0,0
Ransomware,0,0,0,0,0,0,6,34,0,0,0,0,0,0,0,0,0,0,0,3,329,1,3,1,1,0,1,0,0,204,0,0,0,10,19,0,0,0,0,0,0,0,0,10,0,33,13,17,1,60,0,0,0,0,0,25,3,9,0,0,18,0,0,0
Goodware,0,0,0,0,18,312,0,17,0,0,9,13,91,0,0,0,0,2,0,0,0,1,8,1,6,0,0,1,12,229,0,0,44,2,0,60,244,0,0,0,0,0,599,0,0,0,0,28,4,30,0,0,5,9,5,0,5,33,15,1,13,0,0,0
Goodware,0,0,7,19,33,73,15,0,0,1,0,12,0,0,0,0,0,2,2,6,36,0,10,0,2,0,0,0,4,262,289,0,40,0,7,274,0,0,0,0,0,0,638,7,0,0,0,40,1,12,0,0,0,0,23,0,11,0,24,1,20,0,0,0
Goodware,0,0,15,0,84,0,6,61,0,0,0,0,53,0,0,0,0,1,6,4,706,1,0,0,6,0,1,2,3,119,59,1,134,0,169,0,7,0,107,0,0,0,0,0,0,0,9,11,4,30,0,0,5,5,36,0,7,0,0,0,17,0,0,0
Goodware,0,0,19,0,29,0,21,0,0,0,0,0,0,0,0,0,0,0,0,11,528,1,10,2,4,0,1,0,2,334,100,0,61,0,0,184,0,0,0,0,0,0,0,0,0,0,0,34,2,8,0,0,0,0,55,44,1,0,4,1,30,0,0,0
Ransomware,0,0,4,0,0,160,6,31,0,0,2,6,82,0,0,0,0,1,1,4,380,7,10,0,2,0,0,0,1,0,89,1,35,0,54,0,0,73,366,0,0,0,0,4,0,0,0,55,1,0,0,0,0,0,0,10,4,0,1,0,18,0,0,0
Goodware,0,0,0,4,0,134,0,81,0,1,12,21,68,0,0,0,0,1,0,8,302,2,11,1,4,0,0,1,0,131,82,1,38,7,212,256,228,77,49,0,0,1,14,0,0,416,26,3,3,0,0,0,0,6,53,11,0,12,5,0,13,0,0,0
Ransomware,0,0,0,9,65,149,3,23,0,0,5,0,0,0,0,0,0,4,1,7,372,2,10,1,6,0,1,0,0,33,50,0,71,3,0,23,43,0,0,0,0,0,54,9,0,0,25,79,2,48,0,0,5,4,79,5,0,0,3,1,12,0,0,0
Ransomware,0,0,0,0,0,120,0,76,0,1,3,22,69,0,0,0,0,0,0,1,54,0,2,2,2,0,2,0,6,0,540,0,84,1,213,0,468,0,205,0,0,0,307,4,0,127,44,68,1,34,0,0,0,11,0,4,0,42,42,0,3,0,0,0
Ransomware,0,0,2,18,0,0,3,14,3,0,1,0,62,0,0,0,0,3,0,0,0,1,0,0,5,0,0,0,0,46,276,0,0,6,0,0,0,0,20,0,0,0,178,4,0,21,0,23,2,46,0,0,4,2,0,59,0,0,0,1,0,0,0,0
Ransomware,0,0,0,0,0,183,31,0,0,0,5,9,46,0,0,0,0,2,1,5,0,2,0,0,3,0,0,0,5,13,180,0,158,2,0,67,119,0,147,0,0,0,0,14,0,0,22,20,0,48,0,0,13,0,48,0,3,34,0,2,4,0,0,0
Goodware,0,0,1,3,32,290,4,153,0,0,0,24,0,0,0,0,0,1,5,3,601,5,0,0,2,0,0,1,0,0,246,0,115,13,91,44,309,11,0,0,0,1,156,12,0,0,13,66,2,5,0,0,7,11,1,43,2,79,10,0,0,0,0,0
Goodware,0,0,3,8,4,48,4,10,2,2,0,16,22,0,0,0,0,1,2,9,0,1,20,1,0,0,0,0,0,389,234,1,20,8,234,0,174,17,190,0,0,0,0,10,0,372,11,12,2,20,0,0,5,4,37,34,6,20,19,1,2,0,0,0
Ransomware,0,0,0,0,25,0,0,0,0,1,0,2,0,0,0,0,0,1,2,8,0,3,4,3,0,0,0,0,0,213,0,0,0,0,83,0,27,112,39,0,0,0,0,0,0,0,35,25,1,0,0,0,0,0,1,11,0,0,7,2,0,0,0,0
Goodware,0,0,7,0,0,0,0,0,0,1,7,0,19,0,0,0,0,2,1,9,919,0,4,0,3,0,3,2,0,198,148,1,91,0,103,0,514,83,70,0,0,1,76,4,0,291,2,0,3,54,0,0,9,14,30,21,0,49,0,0,22,0,0,0
Ransomware,0,0,1,3,92,0,34,0,0,0,0,15,44,0,0,0,0,0,11,10,37,2,0,0,0,0,1,1,0,37,0,1,93,0,49,0,0,44,0,0,0,0,621,12,0,0,0,34,1,0,0,0,5,0,0,45,3,64,26,0,11,0,0,0
Ransomware,0,0,0,0,32,0,29,70,0,0,4,13,22,0,0,0,0,7,0,0,0,0,0,1,2,0,3,1,0,267,244,1,0,0,128,91,315,57,22,0,0,1,0,8,0,0,16,0,0,0,0,0,14,5,0,0,0,20,6,1,6,0,0,0
Ransomware,0,0,7,22,15,88,0,0,4,0,8,24,1,0,0,0,0,0,10,5,0,0,0,0,4,0,1,1,0,0,449,0,196,0,76,0,0,93,35,0,0,0,0,12,0,0,13,31,0,24,0,0,12,0,66,0,2,14,0,0,0,0,0,0
Ransomware,0,0,14,0,0,0,0,22,0,0,2,0,81,0,0,0,0,1,7,5,0,0,12,3,7,0,0,0,15,96,284,0,0,0,0,0,42,0,167,0,0,0,574,10,0,0,0,0,3,0,0,0,0,0,10,8,2,27,0,0,6,0,0,0
Goodware,0,0,0,0,34,0,11,21,1,0,12,0,42,0,0,0,0,0,2,0,185,2,9,1,0,0,0,0,11,133,67,0,256,0,237,129,0,62,144,0,0,0,0,6,0,307,12,0,1,23,0,0,13,0,30,53,0,24,37,1,0,0,0,0
Goodware,0,0,21,18,30,300,39,136,1,1,0,32,17,0,0,0,0,0,0,1,97,0,0,2,3,0,1,1,2,116,16,0,14,12,72,0,244,48,37,0,0,0,238,21,0,67,16,13,1,53,0,0,0,3,48,58,0,109,48,2,0,0,0,0
Ransomware,0,0,0,0,16,0,4,0,0,0,0,0,138,0,0,0,0,0,4,8,247,0,13,0,0,0,0,2,5,0,138,0,16,0,53,20,322,99,101,0,0,0,265,0,0,0,25,6,3,41,0,0,0,4,62,24,5,73,0,0,9,0,0,0
Goodware,0,0,0,0,0,146,0,0,0,0,0,14,121,0,0,0,1,0,0,0,190,1,3,0,3,0,1,0,0,220,173,1,132,0,126,146,0,0,97,0,0,0,0,0,0,138,29,54,0,0,0,0,9,3,1,2,0,69,10,0,16,0,0,0
Ransomware,0,0,14,0,0,30,31,0,0,1,0,1,0,0,0,0,0,2,0,4,0,0,7,0,1,0,0,2,0,261,75,0,0,0,122,13,410,106,1,0,0,1,465,3,0,15,23,15,3,10,0,0,0,6,37,32,3,5,16,0,18,0,0,0
Ransomware,0,0,0,0,0,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,0,7,1,4,0,0,0,2,115,372,0,67,1,45,0,19,0,0,0,0,0,265,3,0,301,30,0,2,17,0,0,26,0,61,25,11,35,0,0,17,0,0,0
Ransomware,0,0,1,4,0,117,0,0,0,1,0,21,95,0,0,0,0,0,1,6,371,0,0,0,4,0,4,0,0,0,265,1,67,2,179,97,0,127,166,0,0,1,671,7,0,79,22,20,0,2,0,0,5,0,0,0,0,7,32,1,19,0,0,0
Ransomware,0,0,8,0,10,0,0,105,2,1,13,0,0,0,0,0,0,2,2,0,824,0,0,0,1,0,2,0,14,11,210,1,0,34,86,82,0,0,239,0,0,1,709,0,0,158,8,0,0,0,0,0,0,6,0,39,10,26,18,0,22,0,0,0
Ransomware,0,0,7,0,47,198,0,129,3,0,1,0,21,0,0,0,0,0,0,2,0,4,14,1,5,0,0,1,5,262,272,0,107,6,0,149,343,38,45,0,0,1,442,17,0,0,0,0,1,42,0,0,6,6,0,17,1,47,5,0,24,0,0,0
Ransomware,0,0,21,54,0,200,34,164,0,0,19,0,0,0,0,0,0,3,0,0,474,0,0,1,4,0,0,0,0,36,282,0,0,4,105,64,262,57,139,0,0,0,259,0,0,0,14,10,4,26,0,0,27,0,22,57,0,53,26,1,9,0,0,0
Ransomware,0,0,0,7,92,50,0,28,2,1,8,0,42,0,0,0,0,2,0,7,0,0,0,0,1,0,0,0,0,41,446,0,81,9,54,0,87,55,0,0,0,0,124,8,0,170,0,36,2,17,0,0,4,0,10,0,1,36,17,1,13,0,0,0
Ransomware,0,0,1,24,30,0,24,146,0,0,8,0,151,0,0,0,0,1,0,12,316,0,18,0,3,0,0,0,6,0,0,0,3,19,43,0,276,40,65,0,0,0,0,0,0,0,28,0,1,0,0,0,0,7,0,25,0,34,8,0,21,0,0,0
Goodware,0,0,0,14,10,0,14,187,5,0,5,14,107,0,0,0,0,1,6,11,517,1,17,1,4,0,1,0,2,130,148,0,244,13,356,0,95,33,158,0,0,0,161,6,0,179,1,64,4,7,0,0,6,2,13,49,0,39,21,1,2,0,0,0
Goodware,0,0,0,17,108,0,7,57,1,0,0,22,68,0,0,0,0,1,0,7,41,2,0,1,3,0,1,0,0,48,0,0,0,0,0,0,0,4,226,0,0,0,0,15,0,0,0,0,0,27,0,0,0,2,0,15,0,80,0,0,0,0,0,0
Goodware,0,0,4,22,48,144,0,143,4,1,0,3,7,0,0,0,0,1,9,5,257,0,28,0,0,0,1,0,0,133,481,0,192,22,23,196,375,11,45,0,0,0,195,2,0,0,11,53,2,13,0,0,5,2,32,0,7,66,5,3,7,0,0,0
Goodware,0,0,0,0,34,142,0,60,2,1,14,39,0,0,0,0,0,0,0,6,303,0,2,0,2,0,0,0,9,62,8,0,263,13,225,61,127,0,302,0,0,0,0,4,0,170,38,0,5,0,0,0,3,6,0,39,2,75,25,0,7,0,0,0
Ransomware,0,0,7,0,16,0,36,0,4,1,0,0,35,0,0,0,0,0,0,6,0,0,1,1,2,0,0,1,0,106,0,0,45,0,214,0,0,0,16,0,0,0,11,0,0,0,29,7,0,0,0,0,10,0,23,0,0,21,0,0,17,0,0,0
Ransomware,0,0,9,0,0,0,8,0,1,1,2,25,108,0,0,0,0,0,0,7,765,3,0,0,0,0,2,0,4,0,25,0,177,28,24,20,378,0,196,0,0,1,0,16,0,3,0,28,0,9,0,0,1,2,0,15,0,45,0,0,8,0,0,0
Ransomware,0,0,0,0,0,241,1,59,0,0,1,26,0,0,0,0,0,1,3,6,561,0,4,0,0,0,5,0,2,21,25,0,5,7,238,50,0,0,0,0,0,0,679,0,0,140,0,0,0,35,0,0,21,0,29,0,1,70,21,1,0,0,0,0
Ransomware,0,0,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,254,0,0,0,1,0,0,0,0,0,0,0,49,1,225,321,0,22,220,0,0,1,638,12,0,0,17,0,0,0,0,0,1,0,0,46,0,6,0,1,0,0,0,0
Ransomware,0,0,8,0,15,38,0,157,0,0,0,30,0,0,0,0,0,0,0,1,150,1,0,1,0,0,0,1,13,66,0,0,33,12,0,139,461,130,9,0,0,0,0,14,0,0,0,12,5,31,0,0,10,0,50,46,2,35,0,0,0,0,0,0
Goodware,0,0,7,4,27,18,36,19,3,1,0,9,0,0,0,0,0,1,0,0,601,1,0,0,3,0,4,0,0,361,0,0,0,8,422,86,121,0,234,0,0,0,717,0,0,9,10,47,1,52,0,0,16,5,40,33,0,84,22,0,0,0,0,0
Ransomware,0,0,21,0,34,0,0,0,1,0,0,28,8,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,306,1,0,7,0,70,402,1,0,0,0,0,0,0,0,0,0,27,0,55,0,0,11,0,42,0,2,62,0,0,0,0,0,0
Goodware,0,0,8,0,2,0,0,114,1,0,0,23,48,0,0,0,0,1,0,7,67,0,2,0,2,0,2,0,0,215,194,1,31,1,77,0,0,58,206,0,0,0,0,3,0,212,26,9,3,36,0,0,0,5,24,50,0,44,28,1,0,0,0,0
Ransomware,0,0,7,0,0,0,33,0,0,0,1,0,21,0,0,0,1,0,0,0,0,0,12,0,8,0,0,1,2,0,234,0,12,7,122,0,0,73,0,0,0,0,0,0,0,82,0,62,0,0,0,0,22,5,0,0,0,76,0,1,7,0,0,0
Ransomware,0,0,0,6,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,71,218,0,0,0,249,71,0,42,159,0,0,0,0,0,0,60,46,0,2,33,0,0,5,0,49,58,0,100,3,1,16,0,0,0
Ransomware,0,0,8,12,0,111,18,0,0,2,15,11,63,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,64,0,21,2,0,0,0,5,0,0,0,0,15,14,0,24,0,16,0,30,0,0,7,0,0,0,0,0,0,1,11,0,0,0
Ransomware,0,0,0,0,122,0,0,13,2,0,2,0,107,0,0,0,0,0,2,1,0,0,3,0,5,0,7,0,10,0,0,0,49,12,0,0,73,97,101,0,0,1,678,14,0,63,24,0,2,2,0,0,14,2,46,0,7,17,20,1,0,0,0,0
Ransomware,0,0,0,0,0,0,4,5,0,0,0,0,23,0,0,0,0,0,0,1,240,4,0,0,1,0,0,2,0,126,0,0,84,13,0,159,531,0,67,0,0,0,0,0,0,170,26,0,0,17,0,0,0,0,0,28,0,124,7,0,11,0,0,0
Goodware,0,0,0,27,82,48,11,66,1,1,15,21,119,0,0,0,0,2,8,1,29,0,12,1,5,0,1,0,0,112,0,0,64,29,237,43,556,0,112,0,0,0,0,11,0,11,0,0,3,4,0,0,12,0,96,0,2,71,0,1,0,0,0,0
Goodware,0,0,17,26,0,245,9,0,3,0,6,9,4,0,0,0,0,1,6,9,406,4,8,2,6,0,3,1,2,152,103,1,44,13,302,120,403,90,275,0,0,1,255,7,0,0,5,0,4,25,0,0,7,5,39,59,5,30,4,1,5,0,0,0
Goodware,0,0,11,24,71,275,0,116,0,0,1,30,0,0,0,0,0,1,0,10,494,0,8,0,4,0,4,0,14,236,239,0,64,13,126,105,412,0,0,0,0,0,267,2,0,147,19,30,1,21,0,0,0,0,29,8,12,0,32,2,48,0,0,0
Ransomware,0,0,2,1,46,0,0,0,1,0,0,16,91,0,0,0,0,0,2,0,0,3,0,0,3,0,1,0,0,212,0,0,0,18,115,111,0,29,0,0,0,1,468,0,0,0,16,0,0,12,0,0,0,4,0,0,3,71,16,0,19,0,0,0
Ransomware,0,0,0,0,0,0,8,107,2,0,0,25,0,0,0,0,0,0,0,8,108,0,7,1,6,0,0,1,2,96,0,0,26,10,249,17,0,78,52,0,0,1,704,0,0,385,0,43,0,0,0,0,3,4,40,1,9,2,0,2,0,0,0,0
Ransomware,0,0,13,0,0,0,7,73,0,1,9,25,0,0,0,0,0,2,0,2,195,1,10,0,3,0,0,0,0,71,0,0,102,15,0,12,43,0,0,0,0,0,310,5,0,0,0,0,0,7,0,0,4,0,54,69,0,0,0,2,0,0,0,0
Ransomware,0,0,15,14,20,0,10,0,0,0,7,4,0,0,0,0,0,0,2,0,256,3,18,1,4,0,0,0,1,73,0,0,102,8,238,0,205,0,213,0,0,0,31,0,0,0,14,33,2,4,0,0,16,1,0,0,0,48,0,1,10,0,0,0
Ransomware,0,0,9,21,44,222,21,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,8,0,2,0,1,0,9,0,168,0,0,2,0,0,0,43,51,0,0,1,0,6,0,51,14,0,3,0,0,0,4,1,0,24,0,46,2,0,0,0,0,0
Ransomware,0,0,23,28,0,176,0,0,0,0,8,0,58,0,0,0,0,0,0,5,314,0,3,0,4,0,1,0,0,0,0,0,144,14,9,46,0,150,268,0,0,1,0,4,0,15,0,15,0,13,0,0,3,2,35,41,8,72,15,1,0,0,0,0
Goodware,0,0,10,14,30,0,0,220,2,0,5,14,9,0,0,0,0,2,5,4,222,0,11,0,2,0,1,0,1,180,378,0,107,8,22,134,460,58,142,0,0,0,0,0,0,0,10,0,1,10,0,0,0,4,0,12,0,0,7,0,2,0,0,0
Goodware,0,0,0,23,58,0,17,13,0,1,0,11,56,0,0,0,0,0,0,0,286,3,10,0,2,0,0,0,3,135,371,1,22,15,151,0,77,0,70,0,0,1,0,0,0,0,16,12,1,30,0,0,8,3,11,71,5,0,6,1,0,0,0,0
Goodware,0,0,2,35,0,183,31,51,4,1,0,17,0,0,0,0,1,0,1,11,0,0,20,1,4,8,1,2,0,277,86,0,168,0,181,123,0,175,162,0,0,1,0,11,0,0,0,42,2,0,0,0,8,4,11,81,0,90,44,1,7,0,0,0
Goodware,0,0,6,3,0,388,2,0,1,1,0,0,65,0,0,0,0,0,2,0,346,0,0,1,5,0,0,0,0,288,0,0,185,3,92,0,0,12,3,0,0,0,0,12,0,0,3,129,2,7,0,0,5,10,0,12,0,6,2,0,17,0,0,0
Ransomware,0,0,13,21,29,191,4,114,3,1,0,0,17,0,0,0,0,0,3,6,540,4,12,1,1,0,0,1,0,109,0,0,0,0,78,0,21,166,67,0,0,0,0,10,0,0,19,8,1,5,0,0,0,3,0,6,0,0,0,0,0,0,0,0
Goodware,0,0,12,0,8,128,0,172,1,1,14,8,35,0,0,3,2,0,1,0,699,1,15,1,4,8,2,1,10,479,0,0,170,1,0,201,361,72,298,0,0,0,654,4,0,151,1,21,2,0,0,0,11,6,69,0,6,76,20,0,41,0,0,0
Ransomware,0,0,0,0,85,0,17,0,0,1,0,16,1,0,0,0,0,0,19,4,0,0,5,0,0,0,0,2,0,31,0,0,50,3,126,0,0,0,239,0,0,0,0,19,0,0,0,0,1,0,0,0,2,0,0,4,4,54,0,0,5,0,0,0
Ransomware,0,0,0,3,68,52,0,154,0,0,0,20,43,0,0,0,0,4,6,5,105,0,16,0,0,0,0,0,0,0,0,0,74,1,38,222,375,82,72,0,0,0,562,14,0,443,0,84,5,0,0,0,0,0,2,0,0,0,35,2,0,0,0,0
Goodware,0,0,3,0,23,0,26,0,0,1,6,31,0,0,0,0,0,0,3,2,306,5,14,0,5,0,1,0,0,225,96,0,0,2,340,0,0,58,0,0,0,0,0,10,0,109,38,11,0,9,0,0,3,0,15,3,0,61,3,0,22,0,0,0
Goodware,0,0,1,0,0,213,18,137,4,0,5,0,105,0,0,0,0,1,5,2,544,0,4,1,1,0,0,0,13,143,0,0,33,12,207,0,0,0,41,0,0,0,0,6,0,293,13,28,0,27,0,0,6,4,48,0,4,59,25,1,14,0,0,0
Goodware,0,0,15,0,0,0,6,22,0,0,1,26,68,0,0,0,0,1,0,3,0,1,31,0,0,0,0,0,0,0,96,0,250,7,0,0,562,88,0,0,0,0,861,0,0,152,33,61,4,23,0,0,0,7,76,11,5,50,11,0,0,0,0,0
Ransomware,0,0,2,16,0,0,0,39,0,1,0,13,118,0,0,0,0,1,0,0,0,0,6,1,0,0,1,0,6,91,188,0,0,0,208,0,13,0,0,0,0,0,154,0,0,76,13,0,1,0,0,0,14,2,0,96,0,0,15,1,11,0,0,0
Goodware,0,0,5,0,52,155,26,0,2,0,3,11,0,0,0,0,0,1,0,10,4,0,7,2,0,0,0,0,9,28,75,1,0,5,104,0,171,168,82,0,0,0,622,0,0,0,0,0,0,31,0,0,12,0,20,35,2,0,8,3,17,0,0,0
Goodware,0,0,7,0,0,0,0,12,1,2,2,0,41,0,0,0,0,0,0,14,454,2,0,2,5,0,1,0,1,111,0,1,0,15,240,87,0,50,142,0,0,0,0,0,0,235,35,29,1,19,0,0,22,9,0,41,3,0,17,0,46,0,0,0
Ransomware,0,0,8,0,31,0,0,89,0,1,5,6,76,0,0,0,0,3,1,0,27,0,14,0,1,0,1,0,5,0,0,0,0,1,87,0,22,128,187,0,0,0,613,0,0,0,0,53,2,41,0,0,2,11,41,22,7,24,16,0,15,0,0,0
Ransomware,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,5,301,0,24,0,0,0,0,1,0,0,172,0,0,19,0,13,50,24,0,0,0,0,190,0,0,55,6,86,1,35,0,0,11,0,13,62,5,74,38,0,14,0,0,0
Goodware,0,0,23,17,0,0,22,0,0,0,11,34,0,0,0,0,0,1,1,8,454,0,5,2,8,0,0,0,0,167,0,1,14,5,103,0,72,111,214,0,0,1,1056,10,0,352,0,43,1,34,0,0,24,5,31,59,9,38,18,0,0,0,0,0
Ransomware,0,0,4,0,43,145,0,6,4,0,3,0,0,0,0,0,0,1,4,7,117,0,18,1,6,0,0,1,0,0,0,0,133,6,175,0,137,0,0,0,0,0,0,12,0,24,19,21,0,2,0,0,9,0,53,11,0,0,6,0,0,0,0,0
Ransomware,0,0,2,12,27,0,20,46,0,1,15,0,84,0,0,0,0,2,2,6,0,1,2,1,3,0,0,0,5,211,0,0,114,18,0,0,0,0,209,0,0,0,0,0,0,6,3,1,0,67,0,0,0,6,56,0,4,0,20,0,13,0,0,0
Goodware,0,0,0,0,0,0,0,0,0,0,5,23,32,0,0,0,0,0,0,0,796,0,0,0,4,0,0,0,0,54,82,0,0,0,20,0,295,133,1,0,0,0,158,8,0,0,0,28,1,0,0,0,0,0,45,52,0,0,12,1,27,0,0,0
Ransomware,0,0,14,0,27,14,2,94,0,0,3,9,0,0,0,0,0,0,1,1,0,2,12,1,0,0,0,1,0,77,112,0,0,0,0,0,216,0,245,0,0,0,0,0,0,0,0,16,0,48,0,0,0,0,0,0,5,14,23,0,0,0,0,0
Ransomware,0,0,4,26,0,54,11,0,2,0,0,0,0,0,0,0,0,3,0,5,0,0,8,0,1,0,0,0,9,210,41,0,143,0,111,56,0,0,30,0,0,1,0,3,0,99,42,31,1,0,0,0,0,4,84,86,0,0,7,0,11,0,0,0
Goodware,0,0,13,0,44,158,0,149,0,1,12,0,96,0,0,0,0,1,2,15,452,0,27,1,0,0,0,0,15,101,155,1,238,2,147,136,33,0,182,0,0,1,0,0,0,0,0,0,0,6,0,0,22,11,0,40,1,28,0,0,0,0,0,0
Goodware,0,0,18,19,0,226,5,101,0,1,0,6,112,0,0,0,0,0,5,1,276,3,4,0,0,0,0,1,0,156,0,1,0,20,314,0,0,170,64,0,0,0,0,3,0,4,0,1,3,47,0,0,0,0,78,0,2,39,2,0,15,0,0,0
Goodware,0,0,11,28,43,33,7,0,0,0,8,32,0,0,0,2,2,3,6,8,104,6,4,1,8,8,0,1,8,448,0,0,88,10,185,29,138,112,157,0,0,0,562,5,0,0,33,22,2,42,0,0,8,6,51,0,1,33,38,2,8,0,0,0
Goodware,0,0,4,0,22,363,0,0,1,0,0,0,36,0,0,0,0,1,11,6,167,0,7,0,1,0,0,1,0,261,135,0,58,0,0,5,353,0,177,0,0,0,0,9,0,208,0,0,0,3,0,0,0,5,58,1,7,7,26,1,14,0,0,0
Goodware,0,0,3,13,21,152,49,94,3,0,0,0,175,0,0,0,0,0,0,11,361,0,0,2,6,0,0,2,5,237,73,0,90,5,210,0,246,25,155,0,0,0,319,6,0,375,29,76,1,0,0,0,11,0,31,43,0,48,0,1,22,0,0,0
